ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
tyu,Kua,1,2,N,1,,,,N,N,,4,Ethnic Religions
ykn,Kua-nsi,1,1,Y,1,,,,N,N,,4,Ethnic Religions
yku,Kuamasi,1,1,Y,1,,,,N,N,,4,Ethnic Religions
uan,Kuan,1,1,Y,1,,,,N,N,,4,Ethnic Religions
xnh,Kuanhua,,,N,1,,,,N,N,,,
ksd,Kuanua,1,5,N,5,1882-1983,1901-1962,1885-1931,N,Y,,1,Christianity
kdt,Kuay,3,1,Y,5,1992,1978-2020,1965-1992,Y,Y,,2,Buddhism
ugh,Kubachi,1,1,Y,1,,,,N,N,,6,Islam
kgf,Kube,1,5,N,4,,2007-2012,2007,N,N,1301,1,Christianity
kof,Kubi,,,N,0,,,,N,Y,,,
jko,Kubo,1,5,N,3,,,1996-2004,N,N,,1,Christianity
kvb,Kubu,1,1,Y,1,,,,N,Y,,4,Ethnic Religions
ruk,Kuce,1,4,N,3,,,1924-1931,N,Y,,1,Christianity
lkc,Kucong,2,1,Y,1,,,,N,N,,2,Buddhism
kfg,Kudiya,1,1,Y,2,,,,N,Y,,5,Hinduism
kyw,Kudmali,31,1,Y,0,,,,N,N,,5,Hinduism
kov,Kudu-Camo,,,N,0,,,,N,N,,,
sqx,Kufr Qassem Sign Language,,,N,0,,,,N,N,,,
kow,Kugama,1,5,N,1,,,,N,Y,,4,Ethnic Religions
kes,Kugbo,1,4,N,1,,,,N,N,,1,Christianity
xmh,Kugu-Muminh,,,N,0,,,,N,Y,,,
sbs,Kuhane,3,4,N,1,,,,N,Y,,4,Ethnic Religions
kvd,Kui,1,4,N,1,,,,N,Y,,1,Christianity
uki,Kui,137,3,N,5,2006,1954-1992,1893-1965,Y,Y,,5,Hinduism
dwk,"Kui, Dawik",52,3,N,3,,,2020,Y,N,,1,Christianity
dkr,Kuijau,2,4,N,1,,,,N,N,,4,Ethnic Religions
kui,Kuikuro-Kalapalo,1,1,Y,3,,,2014,Y,Y,,4,Ethnic Religions
vkj,Kujarge,1,1,Y,0,,,,N,N,,6,Islam
kfn,Kuk,1,4,N,1,,,,N,N,,1,Christianity
cod,Kukama-Kukamiria,2,2,N,3,,,1961-1972,N,Y,,4,Ethnic Religions
kux,Kukatja,1,2,N,3,,,1976,N,N,,4,Ethnic Religions
ght,Kuke,,,N,1,,,,N,N,,,
kez,Kukele,1,5,N,4,,1979,1974,Y,Y,,1,Christianity
kex,Kukna,2,1,Y,4,,1977-2002,1970-1997,Y,Y,,5,Hinduism
ukv,Kuku,2,4,N,2,,,,N,N,,1,Christianity
gvn,Kuku-Yalanji,1,5,N,4,,1985,1967,N,Y,gvn,4,Ethnic Religions
tpg,Kula,1,4,N,1,,,,N,N,,1,Christianity
kzc,"Kulango, Bondoukou",2,4,N,4,,1975-1995,1967-1989,N,Y,,4,Ethnic Religions
nku,"Kulango, Bouna",2,2,N,1,,,,N,Y,,4,Ethnic Religions
kul,Kulere,1,5,N,2,,,,N,Y,,1,Christianity
kxj,Kulfa,1,5,N,1,,,,N,Y,,4,Ethnic Religions
cul,Kulina,2,4,N,4,,2014,1965-2003,N,Y,cul,4,Ethnic Religions
xpk,Kulina Pano,,,N,0,,,,N,N,,,
vkl,Kulisusu,1,4,N,1,,,,N,Y,,6,Islam
bbu,Kulung,1,4,N,3,,,1926-1950,Y,Y,,1,Christianity
kle,Kulung,3,1,Y,4,,2016,1976,N,Y,,8,Other / Small
kra,Kumal,1,1,Y,2,,,,N,Y,,5,Hinduism
ksl,Kumalu,1,5,N,1,,,,N,N,,1,Christianity
kdi,Kumam,1,5,N,5,2013-2014,Yes,2011,Y,Y,kdi,1,Christianity
kue,Kuman,2,5,N,4,,2008-2013,1968-2003,Y,Y,1334,1,Christianity
kfy,Kumaoni,327,1,Y,4,,1825,1825-2007,Y,Y,,5,Hinduism
kmj,Kumarbhag Paharia,,,N,2,,,,N,Y,,,
ksm,Kumba,1,4,N,1,,,,N,Y,,4,Ethnic Religions
kgs,Kumbainggar,1,4,N,1,,,,N,N,,4,Ethnic Religions
wkb,Kumbaran,1,1,Y,0,,,,N,N,,5,Hinduism
xks,Kumbewaha,1,1,Y,1,,,,N,Y,,6,Islam
dih,Kumiai,2,3,N,0,,,,N,Y,,1,Christianity
kuo,Kumukio,1,5,N,1,,,,N,N,,1,Christianity
kum,Kumyk,6,1,Y,4,,2007,2007,Y,Y,kum,6,Islam
zum,Kumzari,2,1,Y,1,,,,N,N,,6,Islam
kvn,"Kuna, Border",2,5,N,4,,1993-2015,1980,N,Y,610,1,Christianity
cuk,"Kuna, San Blas",1,4,N,5,2014,1970-2009,1951-1965,Y,Y,240,4,Ethnic Religions
kun,Kunama,3,4,N,5,2012,1927-2004,1906-1970,Y,Y,,6,Islam
wlg,Kunbarlang,,,N,0,,,,N,N,,,
kdn,Kunda,3,4,N,4,,2007-2009,1988,Y,N,,1,Christianity
shd,Kundal Shahi,,,N,0,,,,N,N,,,
wku,Kunduvadi,,,N,2,,,,N,N,,,
kfl,Kung,1,3,N,3,,,1980-1981,N,N,,1,Christianity
knw,Kung-Ekoka,4,2,N,3,,,1975-1980,N,Y,,4,Ethnic Religions
kse,Kuni,1,5,N,3,,,1997,N,N,,1,Christianity
kvg,Kuni-Boazi,1,5,N,4,,2015,1997-2003,Y,Y,,1,Christianity
xug,Kunigami,1,1,Y,0,,,,N,N,,2,Buddhism
kup,Kunimaipa,1,5,N,4,,1989-2014,1979-1980,Y,Y,1067,1,Christianity
kjn,Kunjen,1,5,N,3,,,1967,N,Y,,1,Christianity
njx,Kunyi,1,4,N,0,,,,N,Y,,1,Christianity
kuz,Kunza,,,N,0,,,,N,N,,,
xuo,Kuo,2,5,N,4,,2013-2018,1987-2010,Y,Y,1178,4,Ethnic Religions
kto,Kuot,1,5,N,4,,2001-2014,1994,N,N,996,1,Christianity
kug,Kupa,1,1,Y,0,,,,N,N,,6,Islam
key,Kupia,1,1,Y,4,,1983-2019,1976,Y,Y,,5,Hinduism
kpz,Kupsapiiny,1,5,N,4,,1995-2020,1975,Y,Y,,1,Christianity
kuv,Kur,1,1,Y,1,,,,N,N,,6,Islam
krh,Kurama,1,4,N,2,,,,N,Y,,1,Christianity
knk,Kuranko,2,1,Y,5,2007-2008,1972,1899-1911,Y,Y,,4,Ethnic Religions
ckb,"Kurdish, Central",5,1,Y,5,2016-2017,1994-2011,1894-1993,Y,Y,503,6,Islam
kmr,"Kurdish, Northern",48,1,Y,5,2008,1872-2005,1856-2016,Y,Y,251,6,Islam
sdh,"Kurdish, Southern",1,1,Y,3,,,1894-1900,Y,Y,,6,Islam
nbn,Kuri,1,4,N,0,,,,N,Y,,4,Ethnic Religions
kuj,Kuria,2,5,N,5,Yes,1995-1996,1969-1975,Y,Y,kuj,1,Christianity
kfh,Kurichiya,1,2,N,2,,,,N,Y,,5,Hinduism
kfv,Kurmukar,,,N,2,,,,N,Y,,,
unn,Kurnai,,,N,0,,,,N,N,,,
vku,Kurrama,,,N,0,,,,N,N,,,
faj,Kursav,1,5,N,0,,,,N,N,,1,Christianity
ktm,Kurti,1,5,N,3,,,1999-2011,N,Y,ktm,1,Christianity
xkz,Kurtokha,1,1,Y,1,,,,N,Y,,2,Buddhism
kyr,Kuruaya,,,N,0,,,,N,N,,,
kjr,Kurudu,1,4,N,1,,,,N,Y,,1,Christianity
xua,"Kurumba, Alu",1,1,Y,3,,,Yes,N,N,,5,Hinduism
pkr,"Kurumba, Attapady",,,N,4,,2018,Yes,N,N,,,
xub,"Kurumba, Betta",3,1,Y,4,,2014,Yes,N,Y,,5,Hinduism
xuj,"Kurumba, Jennu",2,1,Y,3,,,2016,Y,Y,,5,Hinduism
kfi,"Kurumba, Kannada",3,1,Y,4,,2018,Yes,Y,Y,,5,Hinduism
kpb,"Kurumba, Mullu",,,N,2,,,,N,Y,,,
kru,Kurux,192,3,N,5,2000,1950-1997,1895-1989,Y,Y,kru,5,Hinduism
kus,Kusaal,3,5,N,5,2015,1976-1996,1965-2008,Y,Y,,1,Christianity
ksg,Kusaghe,1,5,N,1,,,,N,Y,,1,Christianity
kuh,Kushi,1,4,N,3,,,2012-2013,Y,Y,,4,Ethnic Religions
kuu,"Kuskokwim, Upper",1,3,N,0,,,,N,N,,1,Christianity
ksv,Kusu,1,4,N,1,,,,N,Y,,1,Christianity
kgg,Kusunda,3,1,Y,0,,,,N,N,,5,Hinduism
tdl,Kusur-Myet,1,2,N,1,,,,N,Y,,4,Ethnic Religions
kut,Kutenai,2,3,N,0,,,,N,N,,1,Christianity
kub,Kutep,2,5,N,4,,1985-2017,Yes,Y,Y,,1,Christianity
skm,Kutong,1,5,N,3,,,2012,N,N,,1,Christianity
kpa,Kutto,1,4,N,1,,,,N,Y,,6,Islam
kdc,Kutu,1,1,Y,4,,2014-2016,2009-2012,Y,N,1226,6,Islam
khj,Kuturmi,1,4,N,2,,,,N,Y,,4,Ethnic Religions
thd,Kuuk Thayorre,1,4,N,3,,,1974-1981,N,Y,,4,Ethnic Religions
kuy,Kuuku-Ya'u,,,N,0,,,,N,Y,,,
olu,Kuvale,1,5,N,3,,,2021,Y,N,,1,Christianity
kxv,Kuvi,155,2,N,4,,1987-2020,1916-1962,Y,Y,,5,Hinduism
blh,Kuwaa,1,4,N,4,,1988-1989,1982,N,Y,,1,Christianity
cwt,Kuwaataay,1,2,N,4,,2000,1997,Y,Y,,6,Islam
woa,Kuwema,,,N,0,,,,N,N,,,
kwb,Kwa,1,4,N,1,,,,N,Y,,4,Ethnic Religions
bko,Kwa',1,3,N,2,,,,N,N,,1,Christianity
ksq,Kwaami,1,4,N,1,,,,N,N,,6,Islam
kwd,Kwaio,1,5,N,4,,2013,1982,Y,Y,1248,1,Christianity
kdz,Kwaja,1,3,N,2,,,,N,Y,,1,Christianity
kwu,Kwakum,1,4,N,2,,,,N,Y,,1,Christianity
kwk,Kwakwala,2,5,N,3,,,1882-1900,N,Y,,1,Christianity
kwm,Kwambi,1,4,N,4,,1951,Yes,N,N,,1,Christianity
tnk,Kwamera,1,5,N,4,,1890-2013,1878-1883,N,Y,tnk,1,Christianity
ktf,Kwami,1,5,N,2,,,,N,Y,,1,Christianity
xdo,Kwandu,1,5,N,3,,,2016,N,N,,1,Christianity
kvi,Kwang,1,5,N,2,,,,N,Y,,1,Christianity
kwj,Kwanga,4,5,N,4,,1991-2014,1982,N,Y,1164,1,Christianity
kwn,Kwangali,3,5,N,5,1987-2008,1974,1960,Y,Y,,1,Christianity
knp,Kwanja,1,2,N,4,,2006,1990-2006,N,Y,,1,Christianity
kwf,Kwara'ae,1,5,N,4,,1961-2019,1909-1938,Y,Y,kwf,1,Christianity
nmg,Kwasio,2,4,N,3,,,1957-2019,N,N,,1,Christianity
kya,Kwaya,1,4,N,3,,,2009-2013,Y,N,,4,Ethnic Religions
xwa,Kwaza,1,2,N,0,,,,N,N,,4,Ethnic Religions
xwg,Kwegu,1,5,N,2,,,,N,Y,,4,Ethnic Religions
kwr,Kwer,2,4,N,1,,,,N,N,,4,Ethnic Religions
kwe,Kwerba,2,4,N,3,,,1984-2001,N,Y,,4,Ethnic Religions
xwr,Kwerba Mamberamo,1,2,N,2,,,,N,N,,4,Ethnic Religions
cwe,Kwere,1,4,N,5,2014,2014,2007-2012,Y,N,1125,4,Ethnic Religions
kkb,Kwerisa,,,N,0,,,,N,N,,,
kws,Kwese,1,5,N,3,,,1929,N,Y,,1,Christianity
kwt,Kwesten,1,4,N,0,,,,N,Y,,1,Christianity
gww,Kwini,,,N,0,,,,N,Y,,,
kuc,Kwinsu,1,1,Y,1,,,,N,N,,4,Ethnic Religions
kww,Kwinti,1,3,N,0,,,,N,N,,1,Christianity
kmo,Kwoma,1,5,N,4,,1974-2014,1968,N,Y,990,1,Christianity
kwo,Kwomtari,1,5,N,3,,,1997-2009,N,Y,,4,Ethnic Religions
bka,Kyak,1,2,N,1,,,,N,Y,,4,Ethnic Religions
kyc,Kyaka,1,5,N,4,,1973-1987,1961-1987,N,Y,,1,Christianity
tye,Kyanga,2,1,Y,3,,,2017,N,Y,,6,Islam
kql,Kyenele,2,5,N,3,,,1993-2010,N,Y,kql,1,Christianity
kgy,Kyerung,2,1,Y,0,,,,N,Y,,2,Buddhism
cry,Kyoli,1,5,N,2,,,,N,Y,,1,Christianity
kir,Kyrgyz,15,1,Y,5,1995-2011,1991-2005,1982-2016,Y,Y,,6,Islam
lbi,La'bi,,,N,0,,,,N,N,,,
gdm,Laal,1,4,N,0,,,,N,N,,6,Islam
cae,Laalaa,1,2,N,1,,,,N,Y,,6,Islam
ldi,Laari,2,5,N,4,,2007-2009,Yes,Y,Y,,1,Christianity
lau,Laba,1,4,N,1,,,,N,N,,4,Ethnic Religions
lbb,Label,1,5,N,4,,2019,2012,N,N,1396,1,Christianity
jku,Labir,1,2,N,0,,,,N,Y,,4,Ethnic Religions
lbu,Labu,1,5,N,1,,,,N,Y,,1,Christianity
lac,Lacandon,1,5,N,4,,1978-2014,1968-2002,N,Y,786,1,Christianity
lbt,Lachi,2,1,Y,1,,,,N,N,,4,Ethnic Religions
lwh,"Lachi, White",1,1,Y,0,,,,N,N,,4,Ethnic Religions
lsi,Lacid,2,5,N,5,2009-2010,2016,Yes,Y,Y,390,1,Christianity
lbj,Ladakhi,39,1,Y,5,1948,Yes,1904-1919,Y,Y,lbj,2,Buddhism
lld,Ladin,1,3,N,4,,2005,Yes,N,N,,1,Christianity
lad,Ladino,,,N,5,1829,1743-1873,1547-1873,N,Y,,,
lkl,Laeko-Libuat,1,5,N,1,,,,N,N,,1,Christianity
laf,Lafofa,1,1,Y,1,,,,N,N,,6,Islam
lgb,Laghu,,,N,0,,,,N,N,,,
lgh,Laghuu,1,1,Y,1,,,,N,N,,4,Ethnic Religions
kot,Lagwan,2,1,Y,0,,,,N,Y,,6,Islam
lha,Laha,1,1,Y,0,,,,N,N,,4,Ethnic Religions
lhh,Laha,1,3,N,1,,,,N,N,,1,Christianity
lhn,Lahanan,1,5,N,1,,,,N,N,,1,Christianity
kvt,Lahta,,,N,1,,,,N,Y,,,
lhu,Lahu,10,5,N,5,1989-2014,1932-1962,1924-1962,Y,Y,91,1,Christianity
lhi,Lahu Shi,5,4,N,4,,2015,2009,N,Y,lhi,2,Buddhism
lmx,Laimbue,1,3,N,1,,,,N,Y,,1,Christianity
lji,Laiyolo,1,1,Y,1,,,,N,N,,6,Islam
lbe,Lak,7,1,Y,3,,,1996-2007,Y,N,,6,Islam
lap,Laka,3,5,N,4,,1960,1948-1950,N,N,,1,Christianity
lka,Lakalei,1,3,N,1,,,,N,N,,1,Christianity
lkh,Lakha,1,1,Y,0,,,,N,Y,,2,Buddhism
lki,Laki,1,1,Y,0,,,,N,Y,,6,Islam
lbc,Lakkia,1,1,Y,3,,,1912-1936,N,N,,4,Ethnic Religions
lkn,Lakon,1,5,N,3,,,1977-1979,N,Y,,1,Christianity
lkd,Lakonde,,,N,0,,,,N,N,,,
lkt,Lakota,2,3,N,3,,,1985-2007,N,Y,,1,Christianity
lxm,Lakurumau,1,5,N,1,,,,N,N,,1,Christianity
nrz,Lala,1,5,N,3,,,2014-2015,N,N,,1,Christianity
leb,Lala-Bisa,6,5,N,4,,1947-2000,1909-1995,Y,N,,1,Christianity
lla,Lala-Roba,1,5,N,3,,,2013,Y,Y,,1,Christianity
lal,Lalia,1,4,N,2,,,,N,Y,,1,Christianity
ywt,"Lalo, Central",2,1,Y,0,,,,N,N,,4,Ethnic Religions
yik,"Lalo, Dongshanba",7,1,Y,0,,,,N,N,,4,Ethnic Religions
yit,"Lalu, Eastern",1,1,Y,0,,,,N,N,,4,Ethnic Religions
ywl,"Lalu, Western",1,1,Y,1,,,,N,Y,,4,Ethnic Religions
las,Lama,3,4,N,4,,1993-2007,2009,Y,Y,,4,Ethnic Religions
slp,Lamaholot,2,4,N,2,,,,N,Y,,1,Christianity
lby,Lamalama,,,N,0,,,,N,N,,,
lmr,Lamalera,1,1,Y,1,,,,N,N,,4,Ethnic Religions
hia,Lamang,1,4,N,3,,,1995,N,Y,,4,Ethnic Religions
lmq,Lamatuka,1,3,N,3,,,2022,Y,N,,1,Christianity
lam,Lamba,3,5,N,5,1959-1990,1921-1938,1914-1950,Y,Y,947,1,Christianity
lmn,Lambadi,5,1,Y,4,,1999-2018,1963-1977,Y,Y,,5,Hinduism
lmy,Lamboya,1,4,N,2,,,,N,Y,,1,Christianity
lai,Lambya,3,5,N,4,,2015-2016,Yes,Y,Y,lai,1,Christianity
bma,Lame,1,4,N,2,,,,N,Y,,6,Islam
lmu,Lamenu,1,5,N,3,,,1987-2002,N,Y,,1,Christianity
ldh,Lamja-Dengsa-Tola,1,4,N,1,,,,N,N,,4,Ethnic Religions
lmk,Lamkang,2,3,N,5,2019,2002,1993-1995,N,Y,1024,1,Christianity
lns,Lamnso',2,5,N,5,2014,1990,2005-2016,Y,Y,,1,Christianity
lmg,Lamogai,3,5,N,4,,1996,Yes,N,Y,,1,Christianity
ljp,Lampung Api,6,1,Y,4,,2002,1999-2000,Y,Y,,6,Islam
abl,Lampung Nyo,1,1,Y,3,,,2019,Y,N,,6,Islam
llh,Lamu,,,N,0,,,,N,N,,,
ldm,Landoma,1,1,Y,2,,,,N,Y,,6,Islam
yne,Lang'e,1,1,Y,1,,,,N,N,,4,Ethnic Religions
lna,Langbashe,2,5,N,1,,,,N,Y,,1,Christianity
lag,Langi,1,4,N,3,,,2004-2012,Y,Y,,6,Islam
laj,Lango,1,5,N,5,1979-2006,1974,1967,Y,Y,472,1,Christianity
lgo,Lango,1,4,N,1,,,,N,N,,1,Christianity
lnh,Lanoh,1,1,Y,1,,,,N,N,,4,Ethnic Religions
lao,Lao,12,1,Y,5,1932-2012,1926-1973,1906-1967,Y,Y,lao,2,Buddhism
lwm,Laomian,1,1,Y,1,,,,N,N,,4,Ethnic Religions
lbg,Laopang,1,1,Y,1,,,,N,N,,4,Ethnic Religions
lso,Laos Sign Language,1,,N,1,,,,N,N,,2,Buddhism
lrg,Laragia,,,N,0,,,,N,N,,,
lbz,Lardil,,,N,0,,,,N,N,,,
lrv,Larevat,1,5,N,1,,,,N,N,,1,Christianity
lrl,Lari,1,1,Y,0,,,,N,Y,,6,Islam
alo,Larike-Wakasihu,1,2,N,1,,,,N,N,,6,Islam
lro,Laro,1,4,N,4,,2017,2004-2011,Y,Y,,1,Christianity
lar,Larteh,1,2,N,0,,,,N,Y,,4,Ethnic Religions
lan,Laru,1,1,Y,2,,,,N,Y,,6,Islam
llm,Lasalimu,1,2,N,1,,,,N,N,,6,Islam
lsa,Lasgerdi,1,1,Y,1,,,,N,N,,6,Islam
lss,Lasi,1,1,Y,1,,,,N,N,,6,Islam
ltg,Latgalian,,,N,4,,1937,Yes,N,N,,,
lat,Latin,,,N,5,1452-2007,1516-1943,1457-1945,N,N,823,,
ltu,Latu,1,1,Y,0,,,,N,N,,6,Islam
ltn,Latunde,1,2,N,0,,,,N,N,,4,Ethnic Religions
lsl,Latvian Sign Language,1,,N,2,,,,N,N,,1,Christianity
lvs,"Latvian, Standard",24,5,N,5,1689-2008,1685-1937,1637-1994,Y,Y,488,1,Christianity
llu,Lau,1,5,N,4,,1929-1992,1905-1918,N,Y,,1,Christianity
llx,Lauan,1,5,N,3,,,2020,N,N,,1,Christianity
law,Lauje,1,4,N,4,,2011,Yes,N,Y,,6,Islam
lur,Laura,1,2,N,1,,,,N,Y,,4,Ethnic Religions
lbv,Lavatbura-Lamusong,1,5,N,2,,,,N,N,,1,Christianity
lbo,Laven,2,1,Y,0,,,,N,Y,,4,Ethnic Religions
lvi,Lavi,1,4,N,0,,,,N,N,,4,Ethnic Religions
jiq,Lavrung,2,1,Y,1,,,,N,N,,2,Buddhism
lvk,Lavukaleve,1,5,N,2,,,,N,Y,,1,Christianity
lwl,"Lawa, Eastern",1,1,Y,3,,,2021,N,Y,,2,Buddhism
lcp,"Lawa, Western",1,2,N,5,2001,1971-1983,1961-1967,N,Y,,2,Buddhism
lbx,Lawangan,2,1,Y,3,,,2021,Y,Y,,6,Islam
lwu,Lawu,,,N,0,,,,N,N,,,
tgi,Lawunuia,1,5,N,1,,,,N,N,,1,Christianity
lya,Layakha,1,1,Y,0,,,,N,N,,2,Buddhism
lzz,Laz,3,1,Y,3,,,2018-2020,N,Y,,6,Islam
lec,Leco,1,4,N,0,,,,N,Y,,4,Ethnic Religions
ldk,Leelau,1,4,N,2,,,,N,Y,,1,Christianity
aig,Leeward Caribbean English Creole,8,5,N,3,,,2006,N,N,,1,Christianity
lfa,Lefa,1,3,N,3,,,2018,N,N,,1,Christianity
lgm,Lega-Mwenga,1,5,N,4,,1957,Yes,N,Y,lgm,1,Christianity
lea,Lega-Shabunda,1,5,N,5,2002-2003,1957,1934-1942,Y,Y,,1,Christianity
agb,Legbo,1,5,N,3,,,2014,Y,Y,,1,Christianity
lcc,Legenyem,1,4,N,1,,,,N,Y,,6,Islam
tql,Lehali,1,5,N,1,,,,N,N,,1,Christianity
lek,Leipon,1,5,N,3,,,2019,N,Y,,1,Christianity
lel,Lele,1,4,N,2,,,,N,Y,,1,Christianity
llc,Lele,1,1,Y,2,,,,N,Y,,6,Islam
lle,Lele,1,5,N,4,,1956,1921,N,Y,,1,Christianity
lln,Lele,1,5,N,4,,1991,1962-1985,N,Y,,6,Islam
lef,Lelemi,2,5,N,5,2014,1995,1984-1999,Y,Y,,1,Christianity
lpa,Lelepa,1,5,N,3,,,1877-1883,N,Y,,1,Christianity
lmf,"Lembata, South",1,4,N,1,,,,N,N,,4,Ethnic Religions
lmj,"Lembata, West",1,1,Y,1,,,,N,N,,4,Ethnic Religions
leq,Lembena,1,5,N,2,,,,N,Y,,1,Christianity
lrz,Lemerig,,,N,0,,,,N,N,,,
lei,Lemio,1,5,N,1,,,,N,N,,1,Christianity
ldj,Lemoro,1,4,N,2,,,,N,Y,,4,Ethnic Religions
tnl,Lenakel,1,5,N,3,,,1900-1979,N,Y,,1,Christianity
len,Lenca,,,N,0,,,,N,N,,,
led,Lendu,2,5,N,5,2016,1936-1989,1926-1985,Y,Y,,1,Christianity
lgi,Lengilu,,,N,0,,,,N,N,,,
lgr,Lengo,1,5,N,2,,,,N,Y,,1,Christianity
lej,Lengola,1,5,N,0,,,,N,Y,,1,Christianity
leh,Lenje,1,5,N,5,2003-2004,Yes,1927-1994,Y,Y,552,1,Christianity
ler,Lenkau,1,5,N,1,,,,N,Y,,1,Christianity
ldg,Lenyima,1,4,N,1,,,,N,Y,,1,Christianity
lep,Lepcha,23,3,N,4,,1989,1845-1989,Y,Y,,2,Buddhism
lpe,Lepki,1,4,N,2,,,,N,N,,1,Christianity
gnh,Lere,1,4,N,0,,,,N,N,,4,Ethnic Religions
les,Lese,1,5,N,3,,,2021,N,Y,,1,Christianity
acf,Lesser Antillean French Creole,8,5,N,4,,1999,1894-1992,N,Y,510,1,Christianity
nms,Letemboi,1,5,N,1,,,,N,Y,,4,Ethnic Religions
leo,Leti,,,N,0,,,,N,N,,,
lti,Leti,1,5,N,0,,,,N,Y,,1,Christianity
lvu,Levuka,1,3,N,1,,,,N,N,,1,Christianity
lww,Lewo,1,5,N,4,,2016-2019,1892-2002,Y,N,lww,1,Christianity
lwe,Lewo Eleng,1,3,N,1,,,,N,N,,1,Christianity
lwt,Lewotobi,1,1,Y,1,,,,N,N,,4,Ethnic Religions
ayi,Leyigha,1,5,N,1,,,,N,Y,,1,Christianity
lez,Lezgi,9,1,Y,4,,2018,2010–2014,Y,Y,,6,Islam
mhx,Lhao Vo,2,5,N,5,2009,1985-2003,1940-1985,Y,Y,356,4,Ethnic Religions
lhp,Lhokpu,1,1,Y,0,,,,N,Y,,2,Buddhism
lhm,Lhomi,3,2,N,4,,1995,1976,N,Y,,2,Buddhism
loy,Lhowa,20,1,Y,3,,,2009,N,Y,,2,Buddhism
ljl,Li'o,1,5,N,3,,,2022,Y,N,,1,Christianity
lix,Liabuku,1,1,Y,0,,,,N,N,,6,Islam
ste,Liana-Seti,1,4,N,1,,,,N,N,,1,Christianity
lir,Liberian English,1,5,N,3,,,2021,Y,Y,,1,Christianity
liq,Libido,1,5,N,0,,,,N,Y,,6,Islam
liz,Libinza,1,4,N,1,,,,N,Y,,1,Christianity
lbs,Libyan Sign Language,1,,N,1,,,,N,N,,6,Islam
add,Lidzonka,2,3,N,3,,,1923-1932,N,Y,,1,Christianity
lig,Ligbi,2,1,Y,1,,,,N,Y,,6,Islam
lgz,Ligenza,1,5,N,1,,,,N,N,,1,Christianity
lij,Ligurian,3,3,N,3,,,1860,N,N,,1,Christianity
lih,Lihir,1,5,N,3,,,1927,Y,Y,,1,Christianity
eip,Lik,1,4,N,5,2014,2013-2018,Yes,Y,Y,,1,Christianity
lik,Lika,1,5,N,4,,2019,2006-2009,Y,Y,,1,Christianity
lio,Liki,1,4,N,0,,,,N,N,,1,Christianity
lie,Likila,1,4,N,1,,,,N,Y,,1,Christianity
kxx,Likuba,1,5,N,3,,,1916,N,Y,,1,Christianity
lib,Likum,1,5,N,1,,,,N,N,,1,Christianity
kwc,Likwala,1,4,N,1,,,,N,Y,,1,Christianity
lll,Lilau,1,5,N,1,,,,N,N,,1,Christianity
lil,Lillooet,1,5,N,0,,,,N,Y,,1,Christianity
bme,Limassa,1,4,N,0,,,,N,N,,4,Ethnic Religions
lma,"Limba, East",2,2,N,1,,,,N,Y,,6,Islam
lia,"Limba, West-Central",2,2,N,4,,1966-2011,1911-1950,Y,Y,,6,Islam
lif,Limbu,13,2,N,4,,2009,1996-2003,Y,Y,364,8,Other / Small
lmp,Limbum,2,5,N,4,,2002-2003,1997,Y,Y,1240,1,Christianity
lim,Limburgish,,,N,3,,,2001,N,N,,,
ylm,Limi,1,1,Y,1,,,,N,N,,4,Ethnic Religions
ley,Limola,1,1,Y,1,,,,N,N,,6,Islam
lin,Lingala,11,5,N,5,1970-2009,1942-1992,1908-1968,Y,Y,lin,1,Christianity
onb,Lingao,1,1,Y,4,,2019,2015,Y,N,,4,Ethnic Religions
lpo,Lipo,2,5,N,5,2016,1951,1912-1936,Y,Y,,1,Christianity
lcs,Lisabata-Nuniali,1,2,N,1,,,,N,N,,6,Islam
lcl,Lisela,1,1,Y,0,,,,N,N,,6,Islam
lsh,Lish,3,3,N,2,,,,N,Y,,2,Buddhism
trg,Lishan Noshan,1,1,Y,3,,,Yes,N,N,,4,Ethnic Religions
lsd,Lishana Deni,1,1,Y,3,,,1983,N,N,,4,Ethnic Religions
lis,Lisu,6,5,N,5,1968-1990,1938-2009,1921-1950,Y,Y,,1,Christianity
lit,Lithuanian,25,3,N,5,1735-1999,1701-1998,1625-2016,Y,Y,420,1,Christianity
lls,Lithuanian Sign Language,1,,N,3,,,2018,N,N,,1,Christianity
lzl,Litzlitz,,,N,0,,,,N,N,,,
liv,Liv,,,N,4,,1942,1863-1937,N,N,,,
olo,Livvi-Karelian,2,4,N,4,,2003,1864-2006,N,N,,1,Christianity
lht,Lo-Toga,1,5,N,3,,,1900,N,Y,,1,Christianity
lrk,Loarki,2,1,Y,1,,,,N,N,,6,Islam
loq,Lobala,2,5,N,4,,2018,1993-1995,Y,Y,1294,1,Christianity
lob,Lobi,3,1,Y,4,,1965-1985,1940-2009,Y,Y,,4,Ethnic Religions
ruu,"Lobu, Lanas",1,4,N,1,,,,N,N,,4,Ethnic Religions
low,"Lobu, Tampias",1,2,N,1,,,,N,N,,4,Ethnic Religions
lbm,Lodhi,1,1,Y,4,,2020,Yes,N,Y,,5,Hinduism
lgq,Logba,1,5,N,4,,2020,Yes,N,Y,,4,Ethnic Religions
