,ID3ROG3,Latitude,Longitude,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
153,12861AS,-16.64843,143.53215,12861,AS,kjn,0,Kunjen,Kunjen,P,NA,1,5,N,3,NA,NA,1967,N,Y,NA,1,Christianity
154,12893AS,-12.5081,143.11383,12893,AS,tcs,0,Torres Strait Creole,Torres Strait Creole,P,NA,2,5,N,4,NA,2014,1997,N,Y,1400,1,Christianity
155,14021AS,-9.951723,142.183763,14021,AS,mwp,0,Kala Lagaw Ya,Kala Lagaw Ya,P,NA,1,5,N,4,NA,1994,1884-1900,N,Y,1399,1,Christianity
156,11399AS,-10.492947,105.629265,11399,AS,coa,0,"Malay, Cocos Islands","Malay, Cocos Islands",P,1315,3,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
157,13556AS,-24.30166,122.02575,13556,AS,mpj,0,Martu Wangka,Martu Wangka,P,1118,1,5,N,3,NA,NA,1958-1999,N,Y,NA,1,Christianity
158,13591AS,-11.81584,133.19816,13591,AS,mph,0,Maung,Maung,P,382,1,5,N,3,NA,NA,1960-2016,N,Y,1376,1,Christianity
159,12213AS,-33.904821,151.167667,12213,AS,mfe,0,Morisyen,Morisyen,P,24587,10,5,N,4,NA,2009-2010,1885-2016,Y,Y,344,5,Hinduism
160,13734AS,-9.91044,144.05763,13734,AS,ulk,0,Meriam Mir,Meriam Mir,P,NA,1,5,N,3,NA,NA,1879-1994,N,Y,NA,1,Christianity
161,13885AS,-14.74852,129.70152,13885,AS,mwf,0,Murrinh-Patha,Murrinh-Patha,P,NA,1,4,N,3,NA,NA,1977-1990,N,Y,NA,1,Christianity
162,20726AS,-35.507855,139.132181,20726,AS,nay,0,Ngarrindjeri,Ngarrindjeri,S,NA,NA,NA,N,3,NA,NA,1864-2019,N,N,NA,NA,NA
163,13333AS,-13.78231,133.98152,13333,AS,gup,0,Gunwinggu,Gunwinggu,P,NA,3,5,N,4,NA,2018,1942-1993,N,Y,NA,1,Christianity
164,14066AS,-14.26229,135.75267,14066,AS,nuy,0,Nunggubuyu,Nunggubuyu,P,289,1,5,N,4,NA,2007,1946-1993,N,Y,1333,1,Christianity
165,14088AS,-25.59911,127.76648,14088,AS,ntj,0,Ngaanyatjarra,Ngaanyatjarra,P,1148,1,5,N,4,NA,1991,1976-1986,N,Y,NA,1,Christianity
166,14090AS,-20.73496,121.58422,14090,AS,nna,0,Nyangumarta,Nyangumarta,P,216,1,5,N,3,NA,NA,1990-1996,N,Y,NA,1,Christianity
167,20728AS,-33.01847,116.890633,20728,AS,nys,0,Nyungar,Nyungar,P,496,1,3,N,3,NA,NA,2014,N,Y,NA,1,Christianity
168,14400AS,-29.93756,127.5149,14400,AS,pti,0,Pintiini,Pintiini,P,239,1,5,N,1,NA,NA,NA,N,N,NA,1,Christianity
169,13159AS,-23.29628,130.64348,13159,AS,piu,0,Pintupi-Luritja,Pintupi-Luritja,P,1148,1,5,N,4,NA,1981,1972-1981,N,Y,NA,1,Christianity
170,14410AS,-32.902625,149.781664,14410,AS,pih,0,Pitcairn-Norfolk,Pitcairn-Norfolk,S,NA,4,4,N,1,NA,NA,NA,N,Y,NA,1,Christianity
171,14414AS,-26.97044,131.35737,14414,AS,pjt,0,Pitjantjatjara,Pitjantjatjara,P,NA,1,5,N,4,NA,2002,1949-1995,N,Y,pjt,1,Christianity
172,10991AS,-33.976723,151.2448,10991,AS,pkp,0,Pukapuka,Pukapuka,P,1463,3,4,N,2,NA,NA,NA,N,N,NA,1,Christianity
173,14539AS,-13.00821,134.27635,14539,AS,rmb,3713,Rembarrnga,Rembarrnga: Rembarrnga,P,44,1,5,N,1,NA,NA,NA,N,Y,NA,4,Ethnic Religions
174,11359AS,-33.93,151.18,11359,AS,rhg,0,Rohingya,Rohingya,P,2328,9,1,Y,3,NA,NA,2020,Y,Y,NA,6,Islam
175,15459AS,-14.82163,142.01589,15459,AS,thd,0,Kuuk Thayorre,Kuuk Thayorre,P,362,1,4,N,3,NA,NA,1974-1981,N,Y,NA,4,Ethnic Religions
176,15506AS,-11.56136,130.80932,15506,AS,tiw,0,Tiwi,Tiwi,P,2110,1,5,N,3,NA,NA,1979-2000,N,Y,NA,1,Christianity
177,15569AS,-11.066,142.692,15569,AS,tcs,0,Torres Strait Creole,Torres Strait Creole,P,6383,2,5,N,4,NA,2014,1997,N,Y,1400,1,Christianity
178,15842AS,-19.60675,126.07361,15842,AS,wmt,0,Walmajarri,Walmajarri,P,289,1,5,N,3,NA,NA,1971-1989,N,Y,1430,1,Christianity
179,15824AS,-20.1008,131.04996,15824,AS,wbp,0,Warlpiri,Warlpiri,P,2379,1,5,N,4,NA,2001,1985-2001,N,Y,1355,1,Christianity
180,15398AS,-14.12779,142.74342,15398,AS,wij,0,Wik-Iiyanh,Wik-Iiyanh,P,71,1,5,N,1,NA,NA,NA,N,N,NA,4,Ethnic Religions
181,15399AS,-13.73431,141.7902,15399,AS,wim,0,Wik-Mungkan,Wik-Mungkan,P,465,1,5,N,4,NA,1984-1985,1969-1981,N,Y,1332,1,Christianity
182,15417AS,-15.95438,124.6461,15417,AS,wro,0,Worrorra,Worrorra,S,NA,NA,NA,N,3,NA,NA,1930-1943,N,Y,NA,NA,NA
183,15987AS,-15.77551,135.89275,15987,AS,jao,0,Yanyuwa,Yanyuwa,P,155,1,4,N,3,NA,NA,1980-1990,N,Y,NA,4,Ethnic Religions
184,16041AS,-21.54524,117.07418,16041,AS,yij,0,Yindjibarndi,Yindjibarndi,P,393,1,5,N,3,NA,NA,1983,N,Y,NA,4,Ethnic Religions
185,11880AU,46.755869,15.546984,11880,AU,aln,0,"Albanian, Gheg","Albanian, Gheg",P,NA,23,2,N,4,NA,1869-1990,1866-1978,Y,Y,7,6,Islam
186,10375AU,48.20077885,16.35165669,10375,AU,apc,0,"Arabic, North Levantine Spoken","Arabic, North Levantine Spoken",P,55630,120,2,N,3,NA,NA,1939-1981,N,Y,NA,6,Islam
187,21829AU,47.84,16.52,21829,AU,ckm,0,Chakavian,Chakavian,P,30375,2,4,N,1,NA,NA,NA,N,N,NA,1,Christianity
188,19007AU,48.11967,16.22499,19007,AU,asq,0,Austrian Sign Language,Austrian Sign Language,P,18126,1,NA,N,1,NA,NA,NA,N,N,NA,1,Christianity
189,11870AU,47.32811,9.67848,11870,AU,gsw,6880,"German, Swiss","German, Swiss: High Alemannisch",P,60407,20,4,N,4,NA,1984-1997,1936-1986,N,Y,NA,1,Christianity
190,10492AU,47.81682,13.25656,10492,AU,rmc,0,"Romani, Carpathian","Romani, Carpathian",P,3272,9,4,N,4,NA,2014,1936-1996,Y,Y,992,1,Christianity
191,15843AU,47.218,9.963,15843,AU,wae,0,Walser,Walser,P,9034,4,3,N,4,NA,2011,Yes,N,N,NA,1,Christianity
192,19631AU,48.092827,12.970663,19631,AU,yec,0,Yeniche,Yeniche,P,1807,2,3,N,1,NA,NA,NA,N,N,NA,1,Christianity
193,10495AJ,41.73803,46.57754,10495,AJ,ava,0,Avar,Avar,P,54674,10,1,Y,4,NA,2008,1979-2007,Y,Y,NA,6,Islam
194,10980AJ,41.24139,48.33895,10980,AJ,bdk,8413,Budukh,Budukh: Yergyuch,P,1098,1,4,N,1,NA,NA,NA,N,N,NA,6,Islam
195,11505AJ,41.76294623,48.57789103,11505,AJ,dar,0,Dargwa,Dargwa,P,NA,10,1,Y,3,NA,NA,2002-2013,Y,N,NA,6,Islam
196,10839AJ,41.37913,48.48932,10839,AJ,jdt,0,Judeo-Tat,Judeo-Tat,P,15374,5,1,Y,3,NA,NA,2000,Y,N,NA,4,Ethnic Religions
197,12660AJ,41.17913,48.05821,12660,AJ,kjj,0,Khinalugh,Khinalugh,P,2414,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
198,11255AJ,41.17885,48.18208,11255,AJ,kry,0,Kryts,Kryts,P,5886,1,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
199,12952AJ,41.36327916,48.52797087,12952,AJ,lbe,12694,Lak,Lak: Vixlin,P,1644,7,1,Y,3,NA,NA,1996-2007,Y,N,NA,6,Islam
200,13049AJ,41.47999,48.34479,13049,AJ,lez,0,Lezgi,Lezgi,P,197947,9,1,Y,4,NA,2018,2010–2014,Y,Y,NA,6,Islam
201,13809AJ,40.38971563,49.82113673,13809,AJ,myv,0,Erzya,Erzya,P,1033,10,3,N,4,NA,1824-2006,1821-1998,Y,N,NA,1,Christianity
202,13896AJ,41.09124,48.75129,13896,AJ,ttt,0,"Tat, Muslim","Tat, Muslim",P,25257,3,1,Y,3,NA,NA,1989-2011,Y,N,NA,6,Islam
203,15220AJ,38.7389,48.59481,15220,AJ,tly,0,Talysh,Talysh,P,NA,4,1,Y,4,NA,2018,Yes,Y,N,NA,6,Islam
204,15756AJ,40.40414238,49.86133625,15756,AJ,uzs,0,"Uzbek, Southern","Uzbek, Southern",P,1985,5,1,Y,3,NA,NA,2004-2006,Y,Y,NA,6,Islam
205,19406BF,24.70564,-78.04446,19406,BF,bah,0,Bahamas English Creole,Bahamas English Creole,P,248295,1,5,N,1,NA,NA,NA,N,Y,NA,1,Christianity
206,10572BA,26.00272,50.5695,10572,BA,abv,0,"Arabic, Baharna Spoken","Arabic, Baharna Spoken",P,924494,2,1,Y,1,NA,NA,NA,N,N,NA,6,Islam
207,19204BA,26.11632,50.54866,19204,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,171921,18,1,Y,3,NA,NA,2013,Y,Y,NA,6,Islam
208,19226BA,26.03648,50.55428,19226,BA,afb,0,"Arabic, Gulf Spoken","Arabic, Gulf Spoken",P,89,18,1,Y,3,NA,NA,2013,Y,Y,NA,6,Islam
209,12640BA,26.21,50.58,12640,BA,kvr,0,Kerinci,Kerinci,P,27178,2,1,Y,3,NA,NA,2021,Y,Y,NA,6,Islam
210,16152BG,22.99644425,89.83624592,16152,BG,ctg,0,Chittagonian,Chittagonian,S,1771,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
211,16152BG,22.99644425,89.83624592,16152,BG,syl,0,Sylheti,Sylheti,S,1580,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
212,16182BG,25.86736673,88.84661027,16182,BG,ctg,0,Chittagonian,Chittagonian,S,83,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
213,10454BG,22.84535285,92.34267561,10454,BG,ctg,0,Chittagonian,Chittagonian,S,543,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
214,16257BG,25.13802921,91.43103082,16257,BG,syl,0,Sylheti,Sylheti,P,1272,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
215,16281BG,23.24331651,89.43777181,16281,BG,ctg,0,Chittagonian,Chittagonian,S,326,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
216,16281BG,23.24331651,89.43777181,16281,BG,syl,0,Sylheti,Sylheti,S,199,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
217,16288BG,24.945809,90.363387,16288,BG,syl,0,Sylheti,Sylheti,S,25,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
218,16295BG,22.69122846,92.25421265,16295,BG,ctg,0,Chittagonian,Chittagonian,S,42018,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
219,16295BG,22.69122846,92.25421265,16295,BG,syl,0,Sylheti,Sylheti,S,403,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
220,16296BG,25.07845529,91.51175615,16296,BG,syl,0,Sylheti,Sylheti,P,4293,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
221,16297BG,25.7570357,89.25523419,16297,BG,ctg,0,Chittagonian,Chittagonian,S,7241,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
222,16297BG,25.7570357,89.25523419,16297,BG,syl,0,Sylheti,Sylheti,S,1146,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
223,16300BG,24.18240179,90.92876841,16300,BG,ctg,0,Chittagonian,Chittagonian,S,94,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
224,19721BG,24.0199327,90.85636264,19721,BG,bho,0,Bhojpuri,Bhojpuri,S,293,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
225,16318BG,24.42033499,90.98661336,16318,BG,bho,0,Bhojpuri,Bhojpuri,S,812,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
226,16318BG,24.42033499,90.98661336,16318,BG,rwr,0,Marwari,Marwari,S,516,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism
227,16318BG,24.42033499,90.98661336,16318,BG,syl,0,Sylheti,Sylheti,S,877,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
228,17482BG,23.01493984,90.02459467,17482,BG,lmn,0,Lambadi,Lambadi,S,183,5,1,Y,4,NA,1999-2018,1963-1977,Y,Y,NA,5,Hinduism
229,16337BG,24.89877,88.75398,16337,BG,dis,0,Dimasa,Dimasa,S,9647,34,3,N,4,NA,2005-2019,1905-1908,Y,Y,1010,5,Hinduism
230,16382BG,22.73654708,92.10295928,16382,BG,ctg,0,Chittagonian,Chittagonian,P,21972,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
231,10736BG,22.51818548,91.96884514,10736,BG,ctg,0,Chittagonian,Chittagonian,S,6000,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
232,10736BG,22.51818548,91.96884514,10736,BG,syl,0,Sylheti,Sylheti,S,26,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
233,16367BG,25.01958857,91.47256616,16367,BG,ctg,0,Chittagonian,Chittagonian,S,130,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
234,16367BG,25.01958857,91.47256616,16367,BG,syl,0,Sylheti,Sylheti,S,2126,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
235,17489BG,23.06829679,89.91970896,17489,BG,ctg,0,Chittagonian,Chittagonian,S,476,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
236,17489BG,23.06829679,89.91970896,17489,BG,syl,0,Sylheti,Sylheti,S,5381,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
237,16370BG,22.76995892,89.83280961,16370,BG,ctg,0,Chittagonian,Chittagonian,S,1322,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
238,16370BG,22.76995892,89.83280961,16370,BG,syl,0,Sylheti,Sylheti,S,1038,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
239,16375BG,23.66832598,89.98835772,16375,BG,syl,0,Sylheti,Sylheti,S,1410,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
240,16406BG,22.71289512,92.0649016,16406,BG,ctg,0,Chittagonian,Chittagonian,S,800,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
241,16429BG,24.86943448,89.54717897,16429,BG,ctg,0,Chittagonian,Chittagonian,S,533,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
242,16426BG,24.30175577,90.77160521,16426,BG,ctg,0,Chittagonian,Chittagonian,S,11233,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
243,16426BG,24.30175577,90.77160521,16426,BG,syl,0,Sylheti,Sylheti,S,276,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
244,21122BG,22.44861309,91.85618202,21122,BG,ctg,0,Chittagonian,Chittagonian,S,658,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
245,16452BG,25.15810877,88.95011123,16452,BG,ctg,0,Chittagonian,Chittagonian,S,1151,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
246,16447BG,24.888958,91.886858,16447,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,77,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
247,16447BG,24.888958,91.886858,16447,BG,syl,0,Sylheti,Sylheti,P,18539,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
248,19654BG,24.39236655,90.78203877,19654,BG,bho,0,Bhojpuri,Bhojpuri,S,1061,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
249,19654BG,24.39236655,90.78203877,19654,BG,syl,0,Sylheti,Sylheti,S,642,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
250,16489BG,24.97818085,92.22269218,16489,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,26,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
251,16489BG,24.97818085,92.22269218,16489,BG,syl,0,Sylheti,Sylheti,P,5536,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
252,16461BG,25.01810015,91.39505451,16461,BG,syl,0,Sylheti,Sylheti,P,648,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
253,16463BG,24.98002941,91.61680343,16463,BG,syl,0,Sylheti,Sylheti,P,522,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
254,20209BG,24.8929,91.858075,20209,BG,bpy,0,Bishnupuriya,Bishnupuriya,P,18646,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
255,16492BG,24.3582,91.46236,16492,BG,syl,0,Sylheti,Sylheti,P,5959,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
256,19943BG,22.98444816,91.97450261,19943,BG,ctg,0,Chittagonian,Chittagonian,S,371,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
257,19943BG,22.98444816,91.97450261,19943,BG,syl,0,Sylheti,Sylheti,S,4393,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
258,19949BG,24.28459168,90.71407853,19949,BG,ctg,0,Chittagonian,Chittagonian,S,35,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
259,19949BG,24.28459168,90.71407853,19949,BG,syl,0,Sylheti,Sylheti,S,620,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
260,19951BG,24.71291956,88.66769441,19951,BG,ctg,0,Chittagonian,Chittagonian,S,49,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
261,19951BG,24.71291956,88.66769441,19951,BG,syl,0,Sylheti,Sylheti,S,1151,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
262,19960BG,25.05795629,88.92845208,19960,BG,mai,0,Maithili,Maithili,S,765,408,1,Y,4,NA,1986-2010,Yes,Y,Y,1302,5,Hinduism
263,19972BG,24.06090447,90.55079373,19972,BG,ctg,0,Chittagonian,Chittagonian,S,315,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
264,19972BG,24.06090447,90.55079373,19972,BG,syl,0,Sylheti,Sylheti,S,5698,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
265,19974BG,22.68631795,92.35745625,19974,BG,ctg,0,Chittagonian,Chittagonian,S,35,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
266,19974BG,22.68631795,92.35745625,19974,BG,syl,0,Sylheti,Sylheti,S,838,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
267,19977BG,24.09660342,90.59563839,19977,BG,ctg,0,Chittagonian,Chittagonian,S,74,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
268,19977BG,24.09660342,90.59563839,19977,BG,syl,0,Sylheti,Sylheti,S,1214,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
269,16521BG,24.04276766,90.43989596,16521,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,1384,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
270,16521BG,24.04276766,90.43989596,16521,BG,ctg,0,Chittagonian,Chittagonian,S,8664,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
271,16521BG,24.04276766,90.43989596,16521,BG,mai,0,Maithili,Maithili,S,869,408,1,Y,4,NA,1986-2010,Yes,Y,Y,1302,5,Hinduism
272,16521BG,24.04276766,90.43989596,16521,BG,rwr,0,Marwari,Marwari,S,57,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism
273,16521BG,24.04276766,90.43989596,16521,BG,syl,0,Sylheti,Sylheti,S,34887,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
274,19985BG,24.48221567,88.89317962,19985,BG,ctg,0,Chittagonian,Chittagonian,S,24,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
275,19985BG,24.48221567,88.89317962,19985,BG,syl,0,Sylheti,Sylheti,S,128,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
276,19986BG,24.05076947,90.11762668,19986,BG,ctg,0,Chittagonian,Chittagonian,S,35,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
277,19986BG,24.05076947,90.11762668,19986,BG,syl,0,Sylheti,Sylheti,S,128,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
278,19987BG,24.11828245,90.849617,19987,BG,ctg,0,Chittagonian,Chittagonian,S,98,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
279,19987BG,24.11828245,90.849617,19987,BG,syl,0,Sylheti,Sylheti,S,1078,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
280,17966BG,23.21457496,91.98845927,17966,BG,ctg,0,Chittagonian,Chittagonian,S,307,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
281,11291BG,21.742389,92.380151,11291,BG,ckh,0,Chak,Chak,P,5851,1,1,Y,1,NA,NA,NA,N,Y,NA,2,Buddhism
282,11291BG,21.742389,92.380151,11291,BG,ctg,0,Chittagonian,Chittagonian,S,408,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
283,11293BG,22.86659967,92.32805677,11293,BG,ccp,0,Chakma,Chakma,P,526704,3,2,N,4,NA,1926-2012,1924-1955,Y,Y,NA,2,Buddhism
284,11293BG,22.86659967,92.32805677,11293,BG,ctg,0,Chittagonian,Chittagonian,S,6195,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
285,11293BG,22.86659967,92.32805677,11293,BG,syl,0,Sylheti,Sylheti,S,971,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
286,16561BG,24.32986671,90.7707302,16561,BG,ctg,0,Chittagonian,Chittagonian,S,1103,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
287,16561BG,24.32986671,90.7707302,16561,BG,syl,0,Sylheti,Sylheti,S,1878,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
288,16583BG,24.97525153,91.39296986,16583,BG,syl,0,Sylheti,Sylheti,P,7634,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
289,16552BG,25.099077,91.752626,16552,BG,syl,0,Sylheti,Sylheti,P,6774,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
290,16961BG,22.587671,92.371825,16961,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,51,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
291,16961BG,22.587671,92.371825,16961,BG,ctg,0,Chittagonian,Chittagonian,S,44126,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
292,16961BG,22.587671,92.371825,16961,BG,syl,0,Sylheti,Sylheti,S,835,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
293,19069BG,22.80986595,89.89682283,19069,BG,ctg,0,Chittagonian,Chittagonian,S,626,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
294,16659BG,24.612936,90.554495,16659,BG,ctg,0,Chittagonian,Chittagonian,S,1532,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
295,16659BG,24.612936,90.554495,16659,BG,syl,0,Sylheti,Sylheti,S,2024,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
296,16663BG,25.541332,89.067688,16663,BG,ctg,0,Chittagonian,Chittagonian,S,354,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
297,16663BG,25.541332,89.067688,16663,BG,syl,0,Sylheti,Sylheti,S,700,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
298,17513BG,23.2283617,89.31718253,17513,BG,ctg,0,Chittagonian,Chittagonian,S,1579,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
299,17513BG,23.2283617,89.31718253,17513,BG,syl,0,Sylheti,Sylheti,S,1607,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
300,16709BG,22.9901271,91.26942899,16709,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,39,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
301,16709BG,22.9901271,91.26942899,16709,BG,ctg,0,Chittagonian,Chittagonian,S,1675,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
302,16709BG,22.9901271,91.26942899,16709,BG,syl,0,Sylheti,Sylheti,S,19826,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
303,17519BG,25.09359019,89.25608638,17519,BG,ctg,0,Chittagonian,Chittagonian,S,1584,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
304,17519BG,25.09359019,89.25608638,17519,BG,syl,0,Sylheti,Sylheti,S,1124,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
305,17520BG,25.08064475,92.12061036,17520,BG,bpy,0,Bishnupuriya,Bishnupuriya,S,617,43,1,Y,3,NA,NA,1995-2011,Y,Y,NA,5,Hinduism
306,17520BG,25.08064475,92.12061036,17520,BG,syl,0,Sylheti,Sylheti,P,36364,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
307,17522BG,23.343493,92.140089,17522,BG,ctg,0,Chittagonian,Chittagonian,S,118,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
308,17522BG,23.343493,92.140089,17522,BG,syl,0,Sylheti,Sylheti,S,158,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
309,16734BG,22.73888051,92.00223569,16734,BG,ctg,0,Chittagonian,Chittagonian,P,14699,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
310,16751BG,24.637957,90.669857,16751,BG,syl,0,Sylheti,Sylheti,S,174,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
311,16742BG,25.617523,89.354422,16742,BG,ctg,0,Chittagonian,Chittagonian,S,142,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
312,16742BG,25.617523,89.354422,16742,BG,syl,0,Sylheti,Sylheti,S,99,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
313,17523BG,22.54708,90.00991,17523,BG,ctg,0,Chittagonian,Chittagonian,S,94,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
314,17523BG,22.54708,90.00991,17523,BG,syl,0,Sylheti,Sylheti,S,195,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
315,16762BG,24.01978462,90.83969522,16762,BG,syl,0,Sylheti,Sylheti,S,264,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
316,16768BG,24.3963775,90.5759935,16768,BG,ctg,0,Chittagonian,Chittagonian,S,366,160,1,Y,4,NA,2014,Yes,Y,Y,NA,6,Islam
317,16768BG,24.3963775,90.5759935,16768,BG,syl,0,Sylheti,Sylheti,S,674,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
318,16775BG,22.90111783,90.03168724,16775,BG,syl,0,Sylheti,Sylheti,S,1086,201,1,Y,4,NA,2014,1993,Y,Y,syl,6,Islam
